"oil.price" "direct.tax" "interest.rate" "saving.ratio" "investment" "rec_dep" "rec_len"
"804" 0.02 -0.02 -0.06 0.07 -0.13 5.81625469856154 5.40892691702399
"805" 0.14 0 -0.01 -0.05 0.1 7.8253131267516 6.67660448094261
"806" -0.01 0.21 0.14 0.08 -0.05 6.59432320790554 6.62225418410042
"807" -0.05 0 -0.07 0.02 -0.01 5.29745381131375 5.08998876492735
"810" 0.17 -0.08 0.01 -0.06 0.04 7.40028423806931 6.32766199934875
"811" -0.13 -0.03 0.1 -0.03 -0.02 4.24949195765651 4.30502052415535
"812" 0.02 -0.06 -0.06 0.18 0.04 7.18219128956422 5.87549158784139
"813" 0.1 0.14 0.08 0.02 -0.13 7.1338442534766 7.14916048418587
"814" 0.08 -0.1 -0.04 -0.13 -0.05 5.76843894858479 5.23823838869683
"815" 0.09 0.03 -0.12 0.02 -0.18 6.45246981630783 6.05294061026085
"816" -0.05 -0.07 0.19 0.04 0 5.32242425852384 4.92119816462392
"817" -0.16 -0.08 0.06 0.15 0.02 4.94521111981832 4.54936085014631
"818" -0.01 0 -0.09 -0.02 0.05 5.60241203894327 5.20583501226902
"819" 0.04 -0.04 0.03 -0.07 0.11 6.13980794007093 5.40981377471026
"820" -0.1 0 0.1 -0.01 -0.08 4.58659299499264 4.59678093904503
"821" 0.04 -0.23 0.02 -0.3 -0.12 4.45191196589144 4.29140173410405
"822" -0.02 0.07 -0.23 -0.01 0.05 5.77959595691271 5.46678257686677
"823" -0.05 -0.17 0.07 -0.24 -0.04 3.89724926616107 4.02989485258745
"824" -0.18 0.02 0.1 -0.06 -0.13 3.40235625390164 3.95639795463867
"826" -0.1 0.04 -0.15 0.07 0.07 5.32773711963237 5.06129906260638
"827" 0.03 0.09 0.25 0 0.1 6.84455896611724 6.17479834929637
"828" 0.13 0.01 0.02 0.04 -0.01 7.75518336011901 6.79147831105127
"829" 0.03 -0.07 -0.09 -0.07 0.14 6.03726972067634 5.28125241732612
"830" 0.08 0.03 0 -0.07 0.01 6.62354394400245 6.01705657563613
"831" 0.13 0.11 0.01 -0.16 -0.08 6.62354394400245 6.62808093333227
"832" -0.03 -0.11 0.13 -0.12 0.08 4.98691707952026 4.63619968849906
"833" 0.04 -0.01 0.12 0.04 0.09 6.94444075495757 5.9147276229603
"834" -0.09 -0.13 0 -0.03 -0.16 4.16129846325492 4.24374953354728
"835" 0.04 -0.11 0.02 -0.06 0.21 6.34010280386246 5.28447444551591
"837" 0.04 0.12 0.02 -0.14 -0.06 5.74373414443014 5.76275627333075
"839" 0.03 -0.06 -0.06 0.03 0.08 6.43759380520395 5.51552635352443
"840" -0.05 -0.09 0.15 0.08 -0.04 5.42602505014014 4.95421399380951
"841" -0.11 -0.07 0.04 0.02 0.19 5.24140312661878 4.70155530868116
"843" 0.01 -0.04 -0.11 0.05 0.1 6.46282989546946 5.52878606112808
"844" 0.06 0.18 -0.01 -0.19 -0.01 6.07260024704804 6.22376993273622
"846" -0.06 -0.15 0.03 -0.05 -0.11 4.4505837506143 4.35645369596597
"847" -0.12 0.12 0.02 0.05 0.07 5.28921887659553 5.22518910051946
"848" -0.07 0.12 0.18 -0.03 -0.13 4.74093161019539 5.08745809505029
"849" -0.06 -0.04 0.02 -0.02 0.07 5.15586606277146 4.8490239119753
"850" -0.02 -0.06 0.14 0 -0.04 5.27965572660017 4.94494170783393
"851" 0.05 -0.05 -0.06 -0.05 -0.11 5.61941319449057 5.30578660420574
"852" -0.02 0.03 0.05 -0.14 -0.03 4.88225371568224 4.90160204758745
"853" 0.01 -0.09 -0.06 -0.04 -0.03 5.40636746403858 5.00012145968112
"854" -0.03 0.04 0.01 -0.12 0.02 4.9943550850722 5.02136102668018
"855" 0.18 0.03 -0.07 -0.03 0.06 7.99452775305822 7.13389604620169
"857" -0.01 -0.24 0.16 -0.02 -0.07 4.93883568648808 4.44848998024274
"858" 0.04 -0.1 0.05 0.1 0.16 7.18431643400762 5.71438593766041
"860" -0.06 0 0.16 -0.07 -0.11 4.51354115475038 4.62317159886326
"862" -0.17 0.13 0 -0.11 0.02 3.86563774256533 4.33389814553328
"863" -0.1 -0.07 0.1 -0.16 -0.13 3.65445151350132 4.0221656129804
"865" 0.12 -0.25 0.1 -0.04 0.09 6.69579885507845 5.37355146557601
"866" -0.04 0.05 0.09 0.06 -0.04 5.66457251391306 5.38703041144902
"867" -0.01 0.1 -0.06 0.01 -0.19 5.2376841238428 5.39944798705625
"868" -0.05 0.04 0.12 0 0 5.320033471025 5.17499854021101
"869" -0.02 -0.04 -0.01 0.04 0.05 5.8228957749472 5.24218030624282
"870" -0.05 0 -0.19 -0.1 -0.09 4.62325173664148 4.66375312165537
"871" -0.05 0.03 0.13 -0.23 -0.23 3.77744424816374 4.2556275886908
"872" 0 0.02 0.01 -0.05 0.2 6.1626532428376 5.44206301767569
"873" 0.08 -0.01 -0.08 -0.07 0.1 6.80364993558157 5.94865262423078
"874" 0.07 -0.03 0 0.08 -0.13 6.64506103149198 5.88587246740345
"875" -0.14 -0.03 0.03 0.06 0.1 4.93378846843497 4.65325054564145
"876" -0.03 -0.07 0.12 0.03 0.17 5.89063475408094 5.09559378300891
"877" 0.17 -0.12 0.25 -0.04 0.2 7.92360105725937 6.34642751260006
"878" 0.04 0.06 0.21 -0.09 -0.02 5.8659299499263 5.6349619688595
"879" 0.02 0.11 0.06 0.15 0.11 7.70019524764575 6.81826246809705
"880" -0.14 0.01 0.01 -0.13 0.07 4.04707194942156 4.23914790996785
"881" 0.12 -0.06 -0.01 0.09 -0.05 7.49883781163251 6.32271255750554
"882" 0.14 -0.02 0.04 0.09 -0.17 7.2895110839565 6.54849592353107
"883" 0.05 -0.01 0.12 -0.03 -0.03 6.19851505532017 5.59031177531564
"884" 0.11 -0.09 -0.26 -0.05 0 6.67773512730944 5.7541561789281
"885" -0.03 0.09 0.06 0.22 0.2 8.07209552524274 6.72875226039783
"886" -0.01 -0.04 0.07 0 -0.12 5.12903611417339 4.945982446172
"887" -0.07 0.14 -0.06 -0.11 -0.02 4.7831688560082 5.07394569612941
"888" -0.02 0.09 -0.04 0.04 0 5.94641979572049 5.6252897005655
"889" 0.09 -0.04 0.06 -0.01 -0.12 6.22747014836165 5.67380032399418
"890" -0.08 0.15 0.05 0 0.08 5.6077249000518 5.5390281761214
"891" 0.09 0.14 0.23 -0.04 0.15 7.86489394201013 7.22831800262812
"892" 0.04 -0.14 -0.09 -0.04 -0.02 5.76471994580883 5.19334112149533
"893" -0.07 -0.05 -0.01 -0.11 -0.15 4.08877790912352 4.31399065650357
"894" 0.01 -0.03 0.07 0.11 -0.02 6.46176732324775 5.59550372770944
"895" 0.01 0.1 0.07 -0.11 -0.18 4.96805642258498 5.26948402948403
"896" 0.03 0.02 0.19 0.04 0.07 6.78744570920056 5.93465838522963
"900" 0.09 -0.05 -0.01 -0.11 0.03 6.2782079719481 5.59394531150082
"901" -0.01 0.02 0.08 -0.05 -0.14 4.9130683101117 4.96802821982593
"902" 0.07 0.07 -0.02 -0.03 0 6.71598772729085 6.19039881237912
"903" -0.06 -0.01 -0.04 0.03 -0.24 4.64237803663219 4.73963894312961
"904" 0.1 0.02 0.11 -0.09 -0.03 6.4933788468435 5.96197182228183
"905" 0.02 -0.04 0.2 -0.04 -0.11 5.23529333634396 5.06194908971085
"906" -0.08 -0.11 -0.09 -0.07 0.1 4.73880646575197 4.42154938085171
"907" -0.16 0.04 -0.24 0.07 -0.13 4.2635710395941 4.44528875379939
"908" 0.11 -0.09 0.07 -0.17 0.06 6.21206285114691 5.47461574559532
"909" -0.03 0.12 0.14 -0.06 -0.05 5.12186375167689 5.35200454933182
"910" -0.15 0.03 0.02 -0.06 0.04 4.18254990768904 4.35606380285256
"911" -0.03 -0.04 -0.04 0.03 -0.05 5.3553639973967 5.03149795623948
"912" 0.08 -0.03 -0.04 0.09 -8.3e-05 7.3628285672542 6.19482365425463
"913" -0.03 -0.05 -0.05 -0.13 -0.18 4.29172920346931 4.44282258737176
"914" -0.08 -0.01 -0.04 0.03 0.06 5.27832751132304 5.00301717468668
"915" 0.06 0.16 0.07 -0.01 0.05 7.2563057020282 6.83770038695412
"916" 0.03 0 0.03 -0.09 0.12 6.1233380706345 5.46755350936145
"917" 0.01 0.06 0.01 0.15 -0.07 6.74308331894434 5.98398969451602
"918" 0.04 0.13 0.06 -0.04 0.04 6.59007291901872 6.28272756513349
"919" -0.13 -0.05 0 -0.02 0.14 4.7459788282485 4.49546236895635
"920" -0.07 0.02 0.03 -0.08 -0.13 4.37700062426119 4.57782934666191
"921" -0.11 -0.05 -0.14 -0.06 0.18 4.86365870180239 4.59246199655227
"923" -0.05 -0.01 -0.11 -0.09 0.2 5.37581851266454 4.97209761349363
"924" 0.06 -0.04 0.06 -0.06 0.1 6.36215117746284 5.51052470590045
"925" -0.04 0.09 0 -0.1 0.07 5.27832751132304 5.19036964109908
"926" -0.03 -0.09 0.1 -0.09 -0.12 4.57012312555619 4.49322580645162
"927" -0.01 0.04 -0.1 -0.08 -0.08 5.05492170170942 5.10050251256281
"929" -0.01 -0.03 -0.1 0.05 0.14 6.27847361500352 5.38591531985379
"930" -0.05 -0.04 0.12 0.12 -0.07 5.62233526810025 5.20047588077407
"931" 0.04 -0.04 -0.19 0 -0.06 6.05480216233448 5.42860708393465
"932" 0.09 -0.04 -0.01 0.02 -0.02 6.92026723691377 5.95566545968383
"933" 0.02 0.17 -0.11 -0.01 0.17 7.20583352149718 6.72534441285808
"934" -0.08 -0.03 -0.13 0.06 -0.06 5.08865836974858 4.86268438145201
"937" -0.06 -0.22 0.17 -0.09 0 4.41578451035345 4.2157570893526
"938" 0.04 -0.01 0.01 -0.03 0.26 7.06796477573086 5.8161906150892
"940" 0 0.01 -0.1 0 0.17 6.25297188168259 5.43778207607995
"941" 0.03 -0.02 0.07 0.18 -0.16 6.76353783421218 5.88702214466964
"942" 0.05 -0.13 0.02 0 -0.08 5.80589461939993 5.22142857142857
"943" -0.08 -0.12 0.02 0.07 0.03 5.2738115793808 4.68060836501901
"944" 0.05 0.19 0.2 0.08 0 7.5418719866116 7.48694362821945
"945" -0.09 0.08 0.11 -0.2 0.1 4.4043618589701 4.64535216644398
"946" -0.01 -0.11 0.05 0.13 -0.03 5.95890501932554 5.25628548256286
"947" -0.03 0.09 -0.07 0.01 -0.08 5.37927187238508 5.38986013986014
"948" -0.06 -0.04 0.14 -0.06 0.11 5.12478582528657 4.81160882794094
"949" 0.04 0.09 -0.09 -0.06 -0.11 5.92091806239956 5.80391909516536
"950" 0.07 -0.01 0.06 -0.06 0.03 6.37144868440277 5.63740846876211
"951" 0.04 -0.05 -0.05 0.12 -0.09 6.66551554675983 5.69516891017773
"952" 0.22 -0.03 0.14 -0.02 0.03 7.9953246822245 6.73745259870623
"953" -0.11 -0.04 -0.12 -0.05 -0.15 4.02263278832234 4.26743814844374
"954" -0.04 -0.13 0.1 -0.19 0.12 4.69099071577522 4.38961136023917
"955" 0.16 0.01 0.1 -0.02 -0.05 7.46191342692824 6.75963048498846
"956" -0.02 0 0.17 -0.08 0.1 5.36758357794633 5.0454187036745
"958" 0.02 -0.14 -0.07 0.15 -0.18 5.93552843044801 5.24175992641423
"959" 0.04 0.06 -0.02 -0.05 -0.03 6.06622481371782 5.70931120015264
"960" 0.12 -0.03 -0.28 0.02 0.16 7.96796344751557 6.60504355800092
"961" 0 0.06 0.12 -0.04 0.17 6.22428243169654 5.56806173908169
"962" 0 0.1 -0.07 -0.03 0.14 6.29706862888337 5.77202979579804
"963" -0.03 0.1 0.07 0.02 -0.16 5.18854015858892 5.30170342558711
"964" -0.04 -0.05 0.02 0.03 -0.08 5.13594283361448 4.87243890339355
"965" 0.05 -0.15 -0.04 0.01 -0.11 5.75861015553402 5.16354679802956
"967" 0.03 0.07 -0.21 -0.13 0.08 5.93393457211546 5.58520365752286
"968" 0 -0.08 -0.02 0.09 0.16 6.5587270384784 5.38314793798342
"969" -0.04 -0.03 0.04 -0.09 0.02 4.96460306286443 4.78678571428572
"970" 0.05 0.02 0.11 -0.02 0.02 6.4490164565873 5.74216470937776
"971" -0.13 0.11 0.29 -0.1 -0.11 3.91717249531806 4.40388510403241
"972" 0.1 0.03 -0.17 0.05 -0.05 7.2764945742406 6.4875276604305
"973" -0.04 0.13 0.22 -0.12 0.09 5.27009257660482 5.30731162729714
"974" -0.12 -0.09 -0.08 0.02 -0.08 4.39612692425189 4.31406826915832
"975" 0.03 -0.07 -0.16 -0.1 -0.1 5.24220005578505 5.00743702518993
"976" -0.11 0.11 0.07 0.04 0.01 5.1340833322265 5.21329772011829
"977" 0.01 0.09 0.06 -0.08 0.09 5.90099483324258 5.60665019550409
"978" 0.04 -0.03 0 0.02 -0.07 6.14883980395544 5.48259589173066
"979" -0.05 0.06 0.14 0.14 0.17 6.91522001886067 5.92161059363474
"981" -0.01 0.06 -0.08 0.06 0.05 6.30795999415587 5.70517750031082
"982" -0.09 0.11 0.03 -0.05 0.06 5.04828062532376 5.12557471922467
"983" 0.08 -0.12 0.04 0.13 -0.11 6.98614671465952 5.82425565667672
"984" 0.1 0.01 0.15 -0.04 0 6.95559776328548 6.22077240421094
"985" -0.02 0.14 0.1 -0.03 0.03 5.80244125967938 5.6684766979265
"986" -0.15 0.17 -0.09 0 -0.13 4.29305741874645 4.84037824686431
"987" -0.05 -0.08 0.14 0.12 -0.05 5.52298476537079 5.03669653893696
"988" -0.1 -0.04 -0.04 -0.08 -0.04 4.32573151456388 4.35795178773661
"989" -0.1 0.04 -0.13 0.03 -0.2 4.46147511588678 4.66914291020522
"990" 0.09 0.09 0.03 -0.16 -0.2 5.70946619028013 6.02626010003848
"991" -0.15 -0.07 0.03 -0.05 -0.04 3.87759168005952 4.05727852797151
"992" 0.02 -0.02 -0.02 0.04 -0.14 5.58461395422971 5.29621681535559
"993" 0.03 -0.01 0.19 -0.13 -0.11 5.13594283361448 5.02104929561233
"994" -0.12 -0.05 -0.04 0.1 0.05 5.22573018634862 4.81946204550835
"995" -0.15 -0.14 -0.12 -0.04 0.04 3.98863047722775 4.04396790073505
"996" 0.14 -0.09 -0.08 0 -0.07 6.88201463693237 5.98729341221685
"998" 0.03 0.03 -0.12 -0.07 0.09 6.27634847056012 5.64879065132712
"999" 0.05 0.14 0.12 -0.08 -0.07 6.22959529280507 6.16611097880448
"1000" 0 0.25 0.02 0.01 0.05 6.7808046328149 6.65044249002493
